date,time_slot,depot_name,total_trains_available,trains_in_service,trains_under_maintenance,ready_for_induction,average_turnaround_time_min,energy_consumption_kwh,fault_probability
2025-11-17,13:45:00,Aluva Depot,10,4,1,5,22,200,0.0467
2025-11-17,13:45:00,Muttom Yard,25,10,2,13,22,463,0.0409
2025-11-17,14:00:00,Aluva Depot,10,4,1,5,20,247,0.0252
2025-11-17,14:00:00,Muttom Yard,25,10,3,12,19,285,0.0259
2025-11-17,14:15:00,Aluva Depot,10,4,1,5,15,350,0.0312
2025-11-17,14:15:00,Muttom Yard,25,10,3,12,18,400,0.0242
2025-11-17,14:30:00,Aluva Depot,10,4,3,3,23,435,0.0122
2025-11-17,14:30:00,Muttom Yard,25,10,3,12,16,289,0.021
2025-11-17,14:45:00,Aluva Depot,10,4,1,5,19,402,0.0451
2025-11-17,14:45:00,Muttom Yard,25,10,3,12,24,425,0.0262
2025-11-17,15:00:00,Aluva Depot,10,4,3,3,24,327,0.0143
2025-11-17,15:00:00,Muttom Yard,25,10,1,14,20,472,0.0374
2025-11-17,15:15:00,Aluva Depot,10,4,2,4,16,386,0.0107
2025-11-17,15:15:00,Muttom Yard,25,10,1,14,20,425,0.027
2025-11-17,15:30:00,Aluva Depot,10,4,2,4,19,304,0.0111
2025-11-17,15:30:00,Muttom Yard,25,10,1,14,19,372,0.0208
2025-11-17,15:45:00,Aluva Depot,10,4,3,3,24,424,0.0384
2025-11-17,15:45:00,Muttom Yard,25,10,2,13,19,349,0.0416
2025-11-17,16:00:00,Aluva Depot,10,4,1,5,20,398,0.0403
2025-11-17,16:00:00,Muttom Yard,25,10,2,13,23,256,0.0407
2025-11-17,16:15:00,Aluva Depot,10,4,2,4,22,334,0.0243
2025-11-17,16:15:00,Muttom Yard,25,10,2,13,16,414,0.0178
2025-11-17,16:30:00,Aluva Depot,10,4,2,4,20,206,0.0454
2025-11-17,16:30:00,Muttom Yard,25,10,1,14,18,397,0.0302
2025-11-17,16:45:00,Aluva Depot,10,4,2,4,20,485,0.0171
2025-11-17,16:45:00,Muttom Yard,25,10,1,14,23,382,0.0226
2025-11-17,17:00:00,Aluva Depot,10,8,3,0,22,480,0.0423
2025-11-17,17:00:00,Muttom Yard,25,20,3,2,22,200,0.0216
2025-11-17,17:15:00,Aluva Depot,10,8,1,1,20,443,0.0109
2025-11-17,17:15:00,Muttom Yard,25,20,3,2,21,455,0.0167
2025-11-17,17:30:00,Aluva Depot,10,8,2,0,22,419,0.0262
2025-11-17,17:30:00,Muttom Yard,25,20,1,4,21,356,0.0288
2025-11-17,17:45:00,Aluva Depot,10,8,2,0,21,233,0.0487
2025-11-17,17:45:00,Muttom Yard,25,20,2,3,23,321,0.0328
2025-11-17,18:00:00,Aluva Depot,10,8,1,1,22,204,0.0361
2025-11-17,18:00:00,Muttom Yard,25,20,2,3,23,329,0.0406
2025-11-17,18:15:00,Aluva Depot,10,8,1,1,18,229,0.032
2025-11-17,18:15:00,Muttom Yard,25,20,2,3,16,486,0.0223
2025-11-17,18:30:00,Aluva Depot,10,8,1,1,22,239,0.0104
2025-11-17,18:30:00,Muttom Yard,25,20,2,3,16,286,0.0131
2025-11-17,18:45:00,Aluva Depot,10,8,2,0,15,344,0.0231
2025-11-17,18:45:00,Muttom Yard,25,20,2,3,17,293,0.0217
2025-11-17,19:00:00,Aluva Depot,10,8,2,0,22,248,0.0177
2025-11-17,19:00:00,Muttom Yard,25,20,3,2,23,201,0.0338
2025-11-17,19:15:00,Aluva Depot,10,8,1,1,24,486,0.025
2025-11-17,19:15:00,Muttom Yard,25,20,1,4,22,310,0.0372
2025-11-17,19:30:00,Aluva Depot,10,8,1,1,22,460,0.0101
2025-11-17,19:30:00,Muttom Yard,25,20,2,3,22,427,0.0174
2025-11-17,19:45:00,Aluva Depot,10,8,1,1,24,368,0.0382
2025-11-17,19:45:00,Muttom Yard,25,20,1,4,16,363,0.0441
2025-11-17,20:00:00,Aluva Depot,10,8,3,0,21,443,0.039
2025-11-17,20:00:00,Muttom Yard,25,20,1,4,17,399,0.0458
2025-11-17,20:15:00,Aluva Depot,10,8,3,0,20,389,0.0316
2025-11-17,20:15:00,Muttom Yard,25,20,3,2,16,320,0.0305
2025-11-17,20:30:00,Aluva Depot,10,8,3,0,18,496,0.0121
2025-11-17,20:30:00,Muttom Yard,25,20,3,2,23,378,0.0411
2025-11-17,20:45:00,Aluva Depot,10,8,3,0,16,350,0.0328
2025-11-17,20:45:00,Muttom Yard,25,20,1,4,23,305,0.0159
2025-11-17,21:00:00,Aluva Depot,10,4,2,4,21,438,0.0478
2025-11-17,21:00:00,Muttom Yard,25,10,1,14,21,302,0.0387
2025-11-17,21:15:00,Aluva Depot,10,4,3,3,21,411,0.0232
2025-11-17,21:15:00,Muttom Yard,25,10,1,14,22,224,0.0229
2025-11-17,21:30:00,Aluva Depot,10,4,1,5,17,472,0.0289
2025-11-17,21:30:00,Muttom Yard,25,10,2,13,17,390,0.0334
2025-11-17,21:45:00,Aluva Depot,10,4,3,3,23,215,0.0455
2025-11-17,21:45:00,Muttom Yard,25,10,2,13,16,468,0.0398
2025-11-17,22:00:00,Aluva Depot,10,4,1,5,15,429,0.0205
2025-11-17,22:00:00,Muttom Yard,25,10,2,13,22,412,0.03
2025-11-17,22:15:00,Aluva Depot,10,4,3,3,24,494,0.0458
2025-11-17,22:15:00,Muttom Yard,25,10,2,13,17,336,0.0376
2025-11-17,22:30:00,Aluva Depot,10,4,3,3,21,411,0.0106
2025-11-17,22:30:00,Muttom Yard,25,10,2,13,15,346,0.0318
2025-11-17,22:45:00,Aluva Depot,10,4,2,4,20,226,0.0131
2025-11-17,22:45:00,Muttom Yard,25,10,3,12,16,378,0.0273
2025-11-17,23:00:00,Aluva Depot,10,4,2,4,19,257,0.0156
2025-11-17,23:00:00,Muttom Yard,25,10,3,12,18,416,0.0217
2025-11-18,05:30:00,Aluva Depot,10,4,3,3,19,297,0.0427
2025-11-18,05:30:00,Muttom Yard,25,10,2,13,20,406,0.048
2025-11-18,05:45:00,Aluva Depot,10,4,1,5,22,381,0.0209
2025-11-18,05:45:00,Muttom Yard,25,10,1,14,22,370,0.0163
2025-11-18,06:00:00,Aluva Depot,10,4,2,4,21,484,0.0261
2025-11-18,06:00:00,Muttom Yard,25,10,3,12,19,399,0.0282
2025-11-18,06:15:00,Aluva Depot,10,4,1,5,24,407,0.029
2025-11-18,06:15:00,Muttom Yard,25,10,1,14,22,332,0.032
2025-11-18,06:30:00,Aluva Depot,10,4,1,5,17,373,0.0479
2025-11-18,06:30:00,Muttom Yard,25,10,2,13,24,432,0.0336
2025-11-18,06:45:00,Aluva Depot,10,4,1,5,19,494,0.0158
2025-11-18,06:45:00,Muttom Yard,25,10,2,13,24,205,0.015
2025-11-18,07:00:00,Aluva Depot,10,4,2,4,23,417,0.0102
2025-11-18,07:00:00,Muttom Yard,25,10,3,12,24,291,0.0494
2025-11-18,07:15:00,Aluva Depot,10,4,3,3,19,295,0.0437
2025-11-18,07:15:00,Muttom Yard,25,10,1,14,22,204,0.0102
2025-11-18,07:30:00,Aluva Depot,10,4,2,4,17,305,0.0207
2025-11-18,07:30:00,Muttom Yard,25,10,1,14,17,386,0.0356
2025-11-18,07:45:00,Aluva Depot,10,4,3,3,15,378,0.0407
2025-11-18,07:45:00,Muttom Yard,25,10,1,14,24,323,0.0374
2025-11-18,08:00:00,Aluva Depot,10,8,1,1,18,432,0.039
2025-11-18,08:00:00,Muttom Yard,25,20,2,3,18,484,0.0368
2025-11-18,08:15:00,Aluva Depot,10,8,2,0,20,479,0.0464
2025-11-18,08:15:00,Muttom Yard,25,20,1,4,20,367,0.0224
2025-11-18,08:30:00,Aluva Depot,10,8,2,0,17,328,0.0406
2025-11-18,08:30:00,Muttom Yard,25,20,3,2,23,232,0.0427
2025-11-18,08:45:00,Aluva Depot,10,8,2,0,23,494,0.0271
2025-11-18,08:45:00,Muttom Yard,25,20,3,2,16,242,0.0177
2025-11-18,09:00:00,Aluva Depot,10,8,2,0,19,310,0.029
2025-11-18,09:00:00,Muttom Yard,25,20,2,3,23,441,0.0306
2025-11-18,09:15:00,Aluva Depot,10,8,2,0,23,325,0.0288
2025-11-18,09:15:00,Muttom Yard,25,20,2,3,22,372,0.0174
2025-11-18,09:30:00,Aluva Depot,10,8,1,1,21,350,0.0471
2025-11-18,09:30:00,Muttom Yard,25,20,1,4,18,427,0.0283
2025-11-18,09:45:00,Aluva Depot,10,8,3,0,17,379,0.0303
2025-11-18,09:45:00,Muttom Yard,25,20,3,2,16,455,0.0446
2025-11-18,10:00:00,Aluva Depot,10,8,3,0,23,231,0.0272
2025-11-18,10:00:00,Muttom Yard,25,20,1,4,22,326,0.0496
2025-11-18,10:15:00,Aluva Depot,10,8,1,1,24,310,0.0335
2025-11-18,10:15:00,Muttom Yard,25,20,3,2,18,398,0.0496
2025-11-18,10:30:00,Aluva Depot,10,8,3,0,16,432,0.0304
2025-11-18,10:30:00,Muttom Yard,25,20,3,2,24,292,0.0162
2025-11-18,10:45:00,Aluva Depot,10,8,3,0,18,206,0.0296
2025-11-18,10:45:00,Muttom Yard,25,20,1,4,19,446,0.0277
2025-11-18,11:00:00,Aluva Depot,10,8,2,0,23,290,0.0221
2025-11-18,11:00:00,Muttom Yard,25,20,2,3,24,269,0.0469
2025-11-18,11:15:00,Aluva Depot,10,8,2,0,23,372,0.0373
2025-11-18,11:15:00,Muttom Yard,25,20,1,4,17,460,0.045
2025-11-18,11:30:00,Aluva Depot,10,8,3,0,19,220,0.0154
2025-11-18,11:30:00,Muttom Yard,25,20,3,2,20,215,0.034
2025-11-18,11:45:00,Aluva Depot,10,8,2,0,15,365,0.0448
2025-11-18,11:45:00,Muttom Yard,25,20,2,3,19,460,0.0215
2025-11-18,12:00:00,Aluva Depot,10,4,1,5,18,230,0.0466
2025-11-18,12:00:00,Muttom Yard,25,10,2,13,22,353,0.0239
2025-11-18,12:15:00,Aluva Depot,10,4,2,4,15,465,0.0478
2025-11-18,12:15:00,Muttom Yard,25,10,3,12,23,299,0.0178
2025-11-18,12:30:00,Aluva Depot,10,4,1,5,15,201,0.0478
2025-11-18,12:30:00,Muttom Yard,25,10,2,13,18,421,0.0444
2025-11-18,12:45:00,Aluva Depot,10,4,2,4,16,324,0.0146
2025-11-18,12:45:00,Muttom Yard,25,10,2,13,15,351,0.0365
2025-11-18,13:00:00,Aluva Depot,10,4,2,4,20,308,0.0263
2025-11-18,13:00:00,Muttom Yard,25,10,2,13,21,471,0.0442
2025-11-18,13:15:00,Aluva Depot,10,4,3,3,21,374,0.0305
2025-11-18,13:15:00,Muttom Yard,25,10,1,14,18,465,0.0189
2025-11-18,13:30:00,Aluva Depot,10,4,2,4,21,452,0.0186
2025-11-18,13:30:00,Muttom Yard,25,10,3,12,24,451,0.034
2025-11-18,13:45:00,Aluva Depot,10,4,2,4,23,235,0.0122
2025-11-18,13:45:00,Muttom Yard,25,10,3,12,19,488,0.0188
2025-11-18,14:00:00,Aluva Depot,10,4,2,4,18,267,0.0478
2025-11-18,14:00:00,Muttom Yard,25,10,1,14,20,485,0.047
2025-11-18,14:15:00,Aluva Depot,10,4,1,5,23,252,0.0327
2025-11-18,14:15:00,Muttom Yard,25,10,1,14,23,236,0.0475
2025-11-18,14:30:00,Aluva Depot,10,4,1,5,20,215,0.0372
2025-11-18,14:30:00,Muttom Yard,25,10,3,12,16,202,0.0322
2025-11-18,14:45:00,Aluva Depot,10,4,1,5,22,407,0.0248
2025-11-18,14:45:00,Muttom Yard,25,10,2,13,24,360,0.0121
2025-11-18,15:00:00,Aluva Depot,10,4,1,5,17,319,0.0473
2025-11-18,15:00:00,Muttom Yard,25,10,2,13,22,243,0.0328
2025-11-18,15:15:00,Aluva Depot,10,4,1,5,19,245,0.0288
2025-11-18,15:15:00,Muttom Yard,25,10,2,13,16,239,0.043
2025-11-18,15:30:00,Aluva Depot,10,4,2,4,19,250,0.0308
2025-11-18,15:30:00,Muttom Yard,25,10,3,12,23,377,0.0354
2025-11-18,15:45:00,Aluva Depot,10,4,1,5,20,486,0.0492
2025-11-18,15:45:00,Muttom Yard,25,10,1,14,19,339,0.0127
2025-11-18,16:00:00,Aluva Depot,10,4,2,4,23,205,0.0108
2025-11-18,16:00:00,Muttom Yard,25,10,3,12,19,451,0.0399
2025-11-18,16:15:00,Aluva Depot,10,4,3,3,20,238,0.0375
2025-11-18,16:15:00,Muttom Yard,25,10,3,12,21,409,0.0219
2025-11-18,16:30:00,Aluva Depot,10,4,3,3,22,460,0.0142
2025-11-18,16:30:00,Muttom Yard,25,10,1,14,16,414,0.0142
2025-11-18,16:45:00,Aluva Depot,10,4,3,3,22,229,0.0133
2025-11-18,16:45:00,Muttom Yard,25,10,1,14,16,403,0.0237
2025-11-18,17:00:00,Aluva Depot,10,8,2,0,16,314,0.0318
2025-11-18,17:00:00,Muttom Yard,25,20,2,3,20,399,0.0127
2025-11-18,17:15:00,Aluva Depot,10,8,1,1,20,243,0.0165
2025-11-18,17:15:00,Muttom Yard,25,20,2,3,21,446,0.035
2025-11-18,17:30:00,Aluva Depot,10,8,3,0,19,228,0.0342
2025-11-18,17:30:00,Muttom Yard,25,20,2,3,19,485,0.0325
2025-11-18,17:45:00,Aluva Depot,10,8,2,0,19,321,0.0489
2025-11-18,17:45:00,Muttom Yard,25,20,3,2,15,376,0.02
2025-11-18,18:00:00,Aluva Depot,10,8,1,1,24,494,0.0331
2025-11-18,18:00:00,Muttom Yard,25,20,2,3,23,424,0.0154
2025-11-18,18:15:00,Aluva Depot,10,8,1,1,17,295,0.0305
2025-11-18,18:15:00,Muttom Yard,25,20,1,4,20,344,0.02
2025-11-18,18:30:00,Aluva Depot,10,8,2,0,15,266,0.0263
2025-11-18,18:30:00,Muttom Yard,25,20,1,4,22,489,0.0176
2025-11-18,18:45:00,Aluva Depot,10,8,2,0,20,380,0.0143
2025-11-18,18:45:00,Muttom Yard,25,20,2,3,23,453,0.0475
2025-11-18,19:00:00,Aluva Depot,10,8,1,1,23,220,0.0223
2025-11-18,19:00:00,Muttom Yard,25,20,2,3,18,387,0.0475
2025-11-18,19:15:00,Aluva Depot,10,8,3,0,20,229,0.04
2025-11-18,19:15:00,Muttom Yard,25,20,2,3,21,487,0.0289
2025-11-18,19:30:00,Aluva Depot,10,8,1,1,19,250,0.0271
2025-11-18,19:30:00,Muttom Yard,25,20,3,2,16,301,0.0122
2025-11-18,19:45:00,Aluva Depot,10,8,3,0,17,403,0.0252
2025-11-18,19:45:00,Muttom Yard,25,20,3,2,19,243,0.0258
2025-11-18,20:00:00,Aluva Depot,10,8,2,0,18,360,0.0198
2025-11-18,20:00:00,Muttom Yard,25,20,3,2,19,462,0.0192
2025-11-18,20:15:00,Aluva Depot,10,8,1,1,21,220,0.012
2025-11-18,20:15:00,Muttom Yard,25,20,1,4,15,252,0.0204
2025-11-18,20:30:00,Aluva Depot,10,8,1,1,24,276,0.0477
2025-11-18,20:30:00,Muttom Yard,25,20,2,3,17,323,0.0182
2025-11-18,20:45:00,Aluva Depot,10,8,3,0,17,279,0.0371
2025-11-18,20:45:00,Muttom Yard,25,20,1,4,16,258,0.0478
2025-11-18,21:00:00,Aluva Depot,10,4,3,3,15,300,0.0439
2025-11-18,21:00:00,Muttom Yard,25,10,1,14,24,257,0.0295
2025-11-18,21:15:00,Aluva Depot,10,4,1,5,24,214,0.0116
2025-11-18,21:15:00,Muttom Yard,25,10,3,12,20,277,0.0249
2025-11-18,21:30:00,Aluva Depot,10,4,2,4,21,401,0.0383
2025-11-18,21:30:00,Muttom Yard,25,10,2,13,19,471,0.0242
2025-11-18,21:45:00,Aluva Depot,10,4,2,4,19,208,0.0147
2025-11-18,21:45:00,Muttom Yard,25,10,1,14,17,326,0.037
2025-11-18,22:00:00,Aluva Depot,10,4,1,5,15,319,0.0265
2025-11-18,22:00:00,Muttom Yard,25,10,2,13,23,257,0.0157
2025-11-18,22:15:00,Aluva Depot,10,4,1,5,21,331,0.0479
2025-11-18,22:15:00,Muttom Yard,25,10,3,12,17,359,0.0238
2025-11-18,22:30:00,Aluva Depot,10,4,1,5,18,486,0.0146
2025-11-18,22:30:00,Muttom Yard,25,10,2,13,16,411,0.015
2025-11-18,22:45:00,Aluva Depot,10,4,3,3,24,205,0.0327
2025-11-18,22:45:00,Muttom Yard,25,10,1,14,21,479,0.0249
2025-11-18,23:00:00,Aluva Depot,10,4,1,5,15,310,0.0294
2025-11-18,23:00:00,Muttom Yard,25,10,2,13,20,469,0.0206
2025-11-19,05:30:00,Aluva Depot,10,4,2,4,21,481,0.0449
2025-11-19,05:30:00,Muttom Yard,25,10,1,14,20,473,0.0236
2025-11-19,05:45:00,Aluva Depot,10,4,3,3,18,265,0.021
2025-11-19,05:45:00,Muttom Yard,25,10,3,12,21,482,0.0143
2025-11-19,06:00:00,Aluva Depot,10,4,1,5,24,310,0.042
2025-11-19,06:00:00,Muttom Yard,25,10,1,14,22,439,0.013
2025-11-19,06:15:00,Aluva Depot,10,4,2,4,15,330,0.0498
2025-11-19,06:15:00,Muttom Yard,25,10,2,13,23,439,0.0169
2025-11-19,06:30:00,Aluva Depot,10,4,3,3,20,368,0.0121
2025-11-19,06:30:00,Muttom Yard,25,10,3,12,23,491,0.0195
2025-11-19,06:45:00,Aluva Depot,10,4,3,3,22,321,0.0486
2025-11-19,06:45:00,Muttom Yard,25,10,1,14,23,363,0.0439
2025-11-19,07:00:00,Aluva Depot,10,4,3,3,18,475,0.0135
2025-11-19,07:00:00,Muttom Yard,25,10,2,13,16,255,0.0171
2025-11-19,07:15:00,Aluva Depot,10,4,2,4,17,200,0.0113
2025-11-19,07:15:00,Muttom Yard,25,10,3,12,17,259,0.0284
2025-11-19,07:30:00,Aluva Depot,10,4,2,4,21,403,0.0497
2025-11-19,07:30:00,Muttom Yard,25,10,1,14,24,346,0.0461
2025-11-19,07:45:00,Aluva Depot,10,4,3,3,15,339,0.04
2025-11-19,07:45:00,Muttom Yard,25,10,2,13,21,460,0.0384
2025-11-19,08:00:00,Aluva Depot,10,8,1,1,23,383,0.0335
2025-11-19,08:00:00,Muttom Yard,25,20,2,3,16,250,0.0435
2025-11-19,08:15:00,Aluva Depot,10,8,1,1,21,298,0.0173
2025-11-19,08:15:00,Muttom Yard,25,20,1,4,24,386,0.0117
2025-11-19,08:30:00,Aluva Depot,10,8,3,0,16,420,0.0255
2025-11-19,08:30:00,Muttom Yard,25,20,2,3,17,351,0.0316
2025-11-19,08:45:00,Aluva Depot,10,8,2,0,22,488,0.0231
2025-11-19,08:45:00,Muttom Yard,25,20,3,2,18,358,0.0452
2025-11-19,09:00:00,Aluva Depot,10,8,3,0,22,412,0.0359
2025-11-19,09:00:00,Muttom Yard,25,20,2,3,18,261,0.0276
2025-11-19,09:15:00,Aluva Depot,10,8,1,1,15,276,0.0447
2025-11-19,09:15:00,Muttom Yard,25,20,2,3,15,359,0.0274
2025-11-19,09:30:00,Aluva Depot,10,8,2,0,15,417,0.0248
2025-11-19,09:30:00,Muttom Yard,25,20,3,2,17,212,0.0417
2025-11-19,09:45:00,Aluva Depot,10,8,2,0,15,408,0.0111
2025-11-19,09:45:00,Muttom Yard,25,20,2,3,24,450,0.0202
2025-11-19,10:00:00,Aluva Depot,10,8,1,1,24,327,0.0326
2025-11-19,10:00:00,Muttom Yard,25,20,2,3,16,494,0.0373
2025-11-19,10:15:00,Aluva Depot,10,8,2,0,20,223,0.03
2025-11-19,10:15:00,Muttom Yard,25,20,2,3,21,383,0.0116
2025-11-19,10:30:00,Aluva Depot,10,8,3,0,15,423,0.0163
2025-11-19,10:30:00,Muttom Yard,25,20,1,4,23,416,0.0342
2025-11-19,10:45:00,Aluva Depot,10,8,1,1,20,272,0.0377
2025-11-19,10:45:00,Muttom Yard,25,20,3,2,16,409,0.0177
2025-11-19,11:00:00,Aluva Depot,10,8,1,1,19,354,0.0344
2025-11-19,11:00:00,Muttom Yard,25,20,3,2,20,319,0.0422
2025-11-19,11:15:00,Aluva Depot,10,8,1,1,18,367,0.0284
2025-11-19,11:15:00,Muttom Yard,25,20,3,2,15,283,0.0407
2025-11-19,11:30:00,Aluva Depot,10,8,2,0,24,290,0.0253
2025-11-19,11:30:00,Muttom Yard,25,20,1,4,15,275,0.0323
2025-11-19,11:45:00,Aluva Depot,10,8,3,0,22,269,0.0332
2025-11-19,11:45:00,Muttom Yard,25,20,2,3,22,353,0.0308
2025-11-19,12:00:00,Aluva Depot,10,4,3,3,24,261,0.0384
2025-11-19,12:00:00,Muttom Yard,25,10,2,13,16,325,0.0389
2025-11-19,12:15:00,Aluva Depot,10,4,1,5,15,202,0.0279
2025-11-19,12:15:00,Muttom Yard,25,10,2,13,20,377,0.0204
2025-11-19,12:30:00,Aluva Depot,10,4,1,5,24,466,0.0439
2025-11-19,12:30:00,Muttom Yard,25,10,1,14,18,481,0.0177
2025-11-19,12:45:00,Aluva Depot,10,4,3,3,15,227,0.0383
2025-11-19,12:45:00,Muttom Yard,25,10,2,13,15,203,0.0411
2025-11-19,13:00:00,Aluva Depot,10,4,3,3,24,462,0.0407
2025-11-19,13:00:00,Muttom Yard,25,10,1,14,17,219,0.0275
2025-11-19,13:15:00,Aluva Depot,10,4,1,5,22,276,0.024
2025-11-19,13:15:00,Muttom Yard,25,10,1,14,17,262,0.0488
2025-11-19,13:30:00,Aluva Depot,10,4,2,4,20,491,0.0345
2025-11-19,13:30:00,Muttom Yard,25,10,2,13,18,380,0.0312
2025-11-19,13:45:00,Aluva Depot,10,4,2,4,23,315,0.0328
2025-11-19,13:45:00,Muttom Yard,25,10,1,14,22,276,0.0146
2025-11-19,14:00:00,Aluva Depot,10,4,1,5,18,485,0.0466
2025-11-19,14:00:00,Muttom Yard,25,10,1,14,20,344,0.0104
2025-11-19,14:15:00,Aluva Depot,10,4,1,5,24,295,0.049
2025-11-19,14:15:00,Muttom Yard,25,10,1,14,18,306,0.0159
2025-11-19,14:30:00,Aluva Depot,10,4,1,5,19,276,0.0397
2025-11-19,14:30:00,Muttom Yard,25,10,3,12,16,394,0.0135
2025-11-19,14:45:00,Aluva Depot,10,4,3,3,18,251,0.013
2025-11-19,14:45:00,Muttom Yard,25,10,3,12,21,436,0.0374
2025-11-19,15:00:00,Aluva Depot,10,4,2,4,19,409,0.0255
2025-11-19,15:00:00,Muttom Yard,25,10,3,12,23,394,0.0131
2025-11-19,15:15:00,Aluva Depot,10,4,2,4,22,408,0.0171
2025-11-19,15:15:00,Muttom Yard,25,10,1,14,20,386,0.0325
2025-11-19,15:30:00,Aluva Depot,10,4,2,4,15,214,0.022
2025-11-19,15:30:00,Muttom Yard,25,10,1,14,20,471,0.0174
2025-11-19,15:45:00,Aluva Depot,10,4,1,5,19,356,0.0152
2025-11-19,15:45:00,Muttom Yard,25,10,1,14,16,334,0.0129
2025-11-19,16:00:00,Aluva Depot,10,4,1,5,23,244,0.0251
2025-11-19,16:00:00,Muttom Yard,25,10,2,13,23,463,0.0379
2025-11-19,16:15:00,Aluva Depot,10,4,3,3,16,338,0.0169
2025-11-19,16:15:00,Muttom Yard,25,10,2,13,19,321,0.0201
2025-11-19,16:30:00,Aluva Depot,10,4,2,4,17,320,0.0352
2025-11-19,16:30:00,Muttom Yard,25,10,2,13,21,461,0.0139
2025-11-19,16:45:00,Aluva Depot,10,4,2,4,22,256,0.0416
2025-11-19,16:45:00,Muttom Yard,25,10,1,14,18,272,0.0203
2025-11-19,17:00:00,Aluva Depot,10,8,3,0,20,313,0.0118
2025-11-19,17:00:00,Muttom Yard,25,20,3,2,21,261,0.0423
2025-11-19,17:15:00,Aluva Depot,10,8,3,0,22,389,0.0181
2025-11-19,17:15:00,Muttom Yard,25,20,1,4,15,216,0.0466
2025-11-19,17:30:00,Aluva Depot,10,8,2,0,15,447,0.0347
2025-11-19,17:30:00,Muttom Yard,25,20,3,2,19,360,0.0496
2025-11-19,17:45:00,Aluva Depot,10,8,2,0,24,257,0.0392
2025-11-19,17:45:00,Muttom Yard,25,20,1,4,19,465,0.0401
2025-11-19,18:00:00,Aluva Depot,10,8,1,1,20,251,0.0481
2025-11-19,18:00:00,Muttom Yard,25,20,2,3,17,426,0.0422
2025-11-19,18:15:00,Aluva Depot,10,8,3,0,24,296,0.024
2025-11-19,18:15:00,Muttom Yard,25,20,3,2,21,411,0.0496
2025-11-19,18:30:00,Aluva Depot,10,8,2,0,24,366,0.022
2025-11-19,18:30:00,Muttom Yard,25,20,3,2,17,406,0.0202
2025-11-19,18:45:00,Aluva Depot,10,8,3,0,17,346,0.0188
2025-11-19,18:45:00,Muttom Yard,25,20,2,3,19,401,0.0232
2025-11-19,19:00:00,Aluva Depot,10,8,3,0,15,236,0.0255
2025-11-19,19:00:00,Muttom Yard,25,20,2,3,24,278,0.0305
2025-11-19,19:15:00,Aluva Depot,10,8,3,0,16,234,0.0311
2025-11-19,19:15:00,Muttom Yard,25,20,3,2,24,417,0.0194
2025-11-19,19:30:00,Aluva Depot,10,8,2,0,17,298,0.0153
2025-11-19,19:30:00,Muttom Yard,25,20,1,4,24,347,0.0288
2025-11-19,19:45:00,Aluva Depot,10,8,2,0,20,394,0.0461
2025-11-19,19:45:00,Muttom Yard,25,20,1,4,22,376,0.0142
2025-11-19,20:00:00,Aluva Depot,10,8,3,0,22,382,0.0156
2025-11-19,20:00:00,Muttom Yard,25,20,2,3,22,482,0.0495
2025-11-19,20:15:00,Aluva Depot,10,8,1,1,17,468,0.0496
2025-11-19,20:15:00,Muttom Yard,25,20,1,4,18,225,0.0287
2025-11-19,20:30:00,Aluva Depot,10,8,2,0,15,438,0.021
2025-11-19,20:30:00,Muttom Yard,25,20,1,4,17,315,0.0462
2025-11-19,20:45:00,Aluva Depot,10,8,1,1,23,338,0.0463
2025-11-19,20:45:00,Muttom Yard,25,20,2,3,19,298,0.0279
2025-11-19,21:00:00,Aluva Depot,10,4,1,5,18,252,0.0327
2025-11-19,21:00:00,Muttom Yard,25,10,2,13,20,451,0.0245
2025-11-19,21:15:00,Aluva Depot,10,4,3,3,19,227,0.0253
2025-11-19,21:15:00,Muttom Yard,25,10,3,12,18,295,0.0113
2025-11-19,21:30:00,Aluva Depot,10,4,3,3,23,234,0.0238
2025-11-19,21:30:00,Muttom Yard,25,10,2,13,15,326,0.0365
2025-11-19,21:45:00,Aluva Depot,10,4,3,3,19,357,0.0381
2025-11-19,21:45:00,Muttom Yard,25,10,2,13,19,416,0.038
2025-11-19,22:00:00,Aluva Depot,10,4,2,4,15,486,0.0257
2025-11-19,22:00:00,Muttom Yard,25,10,2,13,20,369,0.0173
2025-11-19,22:15:00,Aluva Depot,10,4,1,5,23,499,0.0352
2025-11-19,22:15:00,Muttom Yard,25,10,1,14,18,356,0.0251
2025-11-19,22:30:00,Aluva Depot,10,4,3,3,21,473,0.0112
2025-11-19,22:30:00,Muttom Yard,25,10,2,13,21,440,0.0487
2025-11-19,22:45:00,Aluva Depot,10,4,3,3,23,225,0.0477
2025-11-19,22:45:00,Muttom Yard,25,10,2,13,17,258,0.0347
2025-11-19,23:00:00,Aluva Depot,10,4,3,3,15,332,0.0261
2025-11-19,23:00:00,Muttom Yard,25,10,2,13,23,338,0.0139
2025-11-20,05:30:00,Aluva Depot,10,4,2,4,22,256,0.0232
2025-11-20,05:30:00,Muttom Yard,25,10,2,13,21,472,0.0198
2025-11-20,05:45:00,Aluva Depot,10,4,2,4,20,281,0.038
2025-11-20,05:45:00,Muttom Yard,25,10,2,13,20,351,0.0441
2025-11-20,06:00:00,Aluva Depot,10,4,1,5,17,249,0.0357
2025-11-20,06:00:00,Muttom Yard,25,10,2,13,16,360,0.0124
2025-11-20,06:15:00,Aluva Depot,10,4,3,3,16,202,0.0279
